City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Pringsewu,ID,-5.3582,104.9744,88.68,55,96,2.71,overcast clouds
456,Aneho,TG,6.2333,1.6,80.19,83,96,5.73,overcast clouds
457,Pangoa,PE,-12.1167,-73.0,68.67,97,73,2.28,broken clouds
458,Mogadishu,SO,2.0371,45.3438,81.05,81,100,11.21,moderate rain
459,Caravelas,BR,-17.7125,-39.2481,72.93,87,1,2.82,clear sky
460,San Vicente,AR,-26.6167,-54.1333,61.5,99,39,2.66,scattered clouds
461,Constitucion,CL,-35.3333,-72.4167,52.16,73,2,6.62,clear sky
462,Lieksa,FI,63.3167,30.0167,31.35,96,100,9.17,light snow
463,Bogalusa,US,30.791,-89.8487,76.75,83,0,3.44,clear sky
464,Rapina,EE,58.0981,27.4636,34.72,91,17,5.19,few clouds
465,Japura,ID,-0.3167,102.35,86.45,64,100,2.62,overcast clouds
466,Iqaluit,CA,63.7506,-68.5145,23.7,79,100,3.0,overcast clouds
467,Agadir,MA,30.4202,-9.5982,61.25,74,0,5.5,clear sky
468,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,40,0,12.66,clear sky
469,Riverton,US,40.5219,-111.9391,51.15,72,100,10.36,overcast clouds
470,Acarau,BR,-2.8856,-40.12,78.53,85,87,10.58,overcast clouds
471,Tifton,US,31.4505,-83.5085,69.76,88,0,5.75,clear sky
472,Baker City,US,44.7749,-117.8344,47.59,73,0,6.91,clear sky
473,Praia Da Vitoria,PT,38.7333,-27.0667,62.76,82,16,2.1,few clouds
474,Hervey Bay,AU,-25.2986,152.8535,69.03,95,100,5.99,light rain
475,Dubai,AE,25.2582,55.3047,78.73,47,0,3.44,clear sky
476,Wysokie Mazowieckie,PL,52.9166,22.5171,44.55,75,100,4.41,overcast clouds
477,Esperance,AU,-33.8667,121.9,68.49,55,35,9.6,scattered clouds
478,Klaksvik,FO,62.2266,-6.589,38.32,70,50,20.92,scattered clouds
479,Krzeszowice,PL,50.1425,19.6322,52.29,81,0,1.14,clear sky
480,Rabaul,PG,-4.1967,152.1721,84.34,69,8,8.43,clear sky
481,Pangnirtung,CA,66.1451,-65.7125,25.36,97,100,3.74,light snow
482,Sinnamary,GF,5.3833,-52.95,77.86,85,92,10.22,overcast clouds
483,Salalah,OM,17.0151,54.0924,84.29,84,40,3.44,scattered clouds
484,Nadym,RU,65.5333,72.5167,26.01,88,100,5.68,overcast clouds
485,Juba,SS,4.8517,31.5825,69.96,90,91,6.38,light rain
486,Siavonga,ZM,-16.5382,28.7088,65.7,70,23,4.56,few clouds
487,Ixtapa,MX,20.7,-105.2,76.23,83,20,0.0,few clouds
488,Riverside,US,33.7333,-116.0508,79.09,32,0,21.85,clear sky
489,Enterprise,US,36.0252,-115.2419,73.94,14,0,18.41,clear sky
490,Tuatapere,NZ,-46.1333,167.6833,62.6,63,22,6.31,few clouds
491,Healdsburg,US,38.6105,-122.8692,67.91,59,0,10.36,clear sky
492,Tazovskiy,RU,67.4667,78.7,15.96,88,56,5.03,broken clouds
493,Eyl,SO,7.9803,49.8164,84.2,69,100,7.7,light rain
494,Ipixuna,BR,-1.7625,-48.8043,74.14,99,100,3.22,light rain
495,Evanston,US,42.0411,-87.6901,51.12,77,75,11.5,broken clouds
496,Hermiston,US,45.8404,-119.2895,62.42,64,0,6.91,clear sky
497,Gamba,GA,-2.65,10.0,76.33,92,100,5.82,light rain
498,Tamiahua,MX,21.2667,-97.45,78.76,94,97,9.33,overcast clouds
499,Trincomalee,LK,8.5711,81.2335,85.86,72,67,16.42,broken clouds
500,Suez,EG,29.9737,32.5263,65.28,58,47,10.0,scattered clouds
501,Hami,CN,42.8,93.45,71.58,8,55,4.68,broken clouds
502,Bodrum,TR,37.0383,27.4292,63.88,75,100,9.71,overcast clouds
503,Fare,PF,-16.7,-151.0167,80.96,72,85,8.81,overcast clouds
504,Tsabong,BW,-26.0217,22.401,59.63,44,0,9.89,clear sky
505,San Andres,CO,12.5847,-81.7006,77.02,100,100,2.3,overcast clouds
506,Zelenoborskiy,RU,66.845,32.3622,28.44,92,97,4.99,overcast clouds
507,Katangli,RU,51.7102,143.2326,31.53,98,99,7.87,overcast clouds
508,San Andres Xecul,GT,14.9,-91.4833,60.04,72,50,4.03,scattered clouds
509,Piacabucu,BR,-10.4056,-36.4344,77.32,72,45,6.71,scattered clouds
510,Porto Novo,BJ,6.4965,2.6036,78.94,88,82,5.17,broken clouds
511,Alofi,NU,-19.0595,-169.9187,82.29,83,100,8.05,overcast clouds
512,Karratha,AU,-20.7377,116.8463,88.03,38,67,16.15,broken clouds
513,Lubango,AO,-14.9172,13.4925,57.45,60,8,4.43,clear sky
514,Bridlington,GB,54.0831,-0.1919,52.9,92,100,4.12,overcast clouds
515,Along,IN,28.1667,94.7667,79.52,64,100,0.89,overcast clouds
516,Limbe,CM,4.0242,9.2149,77.54,91,100,2.3,moderate rain
517,Dandong,CN,40.1292,124.3947,59.85,31,4,10.25,clear sky
518,Harlingen,US,26.1906,-97.6961,80.51,89,100,16.11,overcast clouds
519,Dali,CN,25.7,100.1833,48.33,89,100,4.68,overcast clouds
520,Tondano,ID,1.3038,124.9112,84.29,64,43,1.28,scattered clouds
521,Alexandria,EG,31.2156,29.9553,63.91,77,71,8.01,broken clouds
522,Maromitsa,RU,59.8683,48.0123,30.78,85,69,5.1,broken clouds
523,Solnechnyy,RU,50.7214,136.6319,38.08,79,99,4.38,overcast clouds
524,Kalmunai,LK,7.4167,81.8167,84.38,73,52,2.17,broken clouds
525,Montrose,US,38.4166,-108.2673,54.81,54,100,9.01,overcast clouds
526,Antananarivo,MG,-18.9137,47.5361,62.56,88,75,6.91,broken clouds
527,Carmo Do Rio Claro,BR,-20.9719,-46.1189,62.76,80,28,1.05,scattered clouds
528,Olinda,BR,-8.0089,-34.8553,76.73,94,75,4.61,broken clouds
529,Harper,LR,4.375,-7.7169,80.04,83,39,5.03,scattered clouds
530,Sinop,TR,41.7711,34.8709,43.41,85,8,2.75,clear sky
531,Bodden Town,KY,19.2833,-81.25,80.6,81,0,5.75,clear sky
532,Kolo,PL,52.2002,18.6387,43.75,89,93,6.22,overcast clouds
533,Magadan,RU,59.5667,150.8,45.54,86,82,5.08,broken clouds
534,Agadez,NE,19.75,10.25,82.08,12,8,12.03,clear sky
535,Nichinan,JP,31.6,131.3667,69.48,44,100,2.44,overcast clouds
536,Sao Borja,BR,-28.6606,-56.0044,63.95,95,100,5.84,light rain
537,Aktash,RU,50.3,87.7333,50.25,24,97,5.5,overcast clouds
538,Akureyri,IS,65.6835,-18.0878,30.13,64,100,4.61,overcast clouds
539,Lamu,KE,-2.2717,40.902,82.62,84,100,14.76,light rain
540,Howard Springs,AU,-12.497,131.047,90.82,45,100,10.78,overcast clouds
541,Troitskoye,RU,52.9821,84.6757,63.05,47,100,5.55,overcast clouds
542,Kamphaeng Phet,TH,16.25,99.5,84.74,58,79,13.44,broken clouds
543,Luangwa,ZM,-15.6167,30.4167,62.04,83,0,2.42,clear sky
544,San Rafael,AR,-34.6177,-68.3301,49.21,42,15,1.01,few clouds
545,Bobo Dioulasso,BF,11.1771,-4.2979,81.1,53,74,4.74,broken clouds
546,Dharmavaram,IN,14.4333,77.7167,87.04,46,15,15.99,few clouds
547,Imbituba,BR,-28.24,-48.6703,66.85,90,100,7.76,overcast clouds
548,Pingshan,CN,22.9938,114.7131,61.09,87,100,5.84,light rain
549,Biltine,TD,14.5333,20.9167,83.77,11,54,3.89,broken clouds
550,Makokou,GA,0.5738,12.8642,69.8,99,97,1.88,light rain
551,Maragogi,BR,-9.0122,-35.2225,76.53,86,31,4.23,scattered clouds
552,Crispiano,IT,40.6058,17.2303,58.23,88,32,9.84,scattered clouds
553,Grand Forks,US,47.9417,-97.4337,39.13,81,100,20.71,overcast clouds
554,Victor Harbor,AU,-35.5667,138.6167,69.01,66,9,1.01,clear sky
555,Port Macquarie,AU,-31.4333,152.9167,71.89,53,36,7.02,scattered clouds
556,Araouane,ML,18.9048,-3.5265,75.25,17,0,11.39,clear sky
557,Husavik,IS,66.0449,-17.3389,27.19,75,100,5.01,overcast clouds
558,Mumford,GH,5.2618,-0.759,80.69,83,100,8.03,overcast clouds
559,Urubicha,BO,-15.3833,-62.95,71.83,77,15,2.59,few clouds
560,Elko,US,41.0002,-115.5012,46.42,63,64,8.99,broken clouds
561,Axim,GH,4.8699,-2.2405,79.81,85,100,6.4,overcast clouds
562,Abha,SA,18.2164,42.5053,57.45,67,0,0.0,clear sky
563,Lagos,NG,6.5833,3.75,77.63,93,100,4.05,overcast clouds
564,Bulgan,MN,48.8125,103.5347,67.06,15,29,5.44,scattered clouds
565,Cuamba,MZ,-14.8031,36.5372,59.58,96,3,3.91,clear sky
566,Rudovci,RS,44.3801,20.4051,53.08,67,90,6.96,overcast clouds
567,Yarmouth,US,41.7057,-70.2286,49.98,87,0,5.99,clear sky
568,Guiberoua,CI,6.2392,-6.1727,72.54,99,90,1.5,light rain
569,Nata,PA,8.3333,-80.5167,78.06,89,100,8.19,overcast clouds
570,Tevaitoa,PF,-16.7833,-151.5,81.05,72,99,9.28,overcast clouds
571,Back Mountain,US,41.3359,-75.9963,53.31,91,100,4.05,overcast clouds
572,Qaqortoq,GL,60.7167,-46.0333,36.73,89,99,1.25,overcast clouds
573,Floro,NO,61.5996,5.0328,44.56,81,100,18.41,light intensity shower rain
574,Roswell,US,34.0232,-84.3616,71.96,83,0,3.44,clear sky
575,Taltal,CL,-25.4,-70.4833,60.04,83,31,1.61,scattered clouds
576,Mapiripan,CO,2.8892,-72.1256,72.88,94,83,2.04,broken clouds
577,Bambanglipuro,ID,-7.95,110.2833,86.88,68,95,5.64,overcast clouds
578,At-Bashi,KG,41.1702,75.8106,56.43,33,40,3.6,scattered clouds
579,Powell River,CA,49.8496,-124.5361,54.0,77,100,9.33,overcast clouds
580,Havelock,US,34.8791,-76.9013,71.58,87,100,1.99,overcast clouds
581,Akyab,MM,20.15,92.9,86.16,66,18,6.67,few clouds
582,Creston,US,41.0586,-94.3614,45.34,100,0,4.61,clear sky
583,Moindou,NC,-21.6924,165.677,80.56,74,35,8.23,scattered clouds
584,Khani,GE,41.9563,42.9566,42.37,99,100,1.39,light rain
585,Galveston,US,29.3669,-94.9669,77.95,89,81,4.0,broken clouds
586,Kasongo-Lunda,CD,-6.4667,16.8167,68.11,84,100,0.72,overcast clouds
587,Palmer,US,42.1584,-72.3287,54.95,51,0,8.05,clear sky
588,Talcahuano,CL,-36.7167,-73.1167,49.68,93,0,4.61,clear sky
589,Berlevag,NO,70.8578,29.0864,26.6,82,99,13.4,overcast clouds
590,Eureka,US,40.8021,-124.1637,53.92,80,20,2.68,few clouds
591,Montepuez,MZ,-13.1256,38.9997,62.55,92,16,7.63,few clouds
592,Trinidad,BO,-14.8333,-64.9,74.28,76,68,3.56,broken clouds
593,Townsville,AU,-19.25,146.8,79.68,69,100,14.97,overcast clouds
594,San Isidro,PE,-12.1167,-77.05,68.02,76,0,8.05,clear sky
595,Ginda,IN,30.6945,78.4932,74.61,28,7,4.12,clear sky
596,San Ciro De Acosta,MX,21.6333,-99.8167,73.87,87,79,5.23,broken clouds
597,Khakhea,BW,-24.6895,23.494,59.4,63,0,7.38,clear sky
598,Kyzyl-Suu,KG,42.3414,78.0056,60.44,36,48,1.21,scattered clouds
599,Rancho Veloz,CU,22.8806,-80.3917,75.09,81,0,13.8,clear sky
600,Neiafu,TO,-18.65,-173.9833,84.88,84,75,6.91,broken clouds
601,Buala,SB,-8.145,159.5921,84.31,71,82,4.07,light rain
602,Mus,TR,39.0,41.75,46.44,85,100,4.05,overcast clouds
603,Walvis Bay,NA,-22.9575,14.5053,52.75,100,0,8.05,clear sky
604,Gabane,BW,-24.6667,25.7822,52.63,94,0,4.61,clear sky
605,Wanning,CN,18.8003,110.3967,68.49,93,100,16.2,overcast clouds
606,Huarmey,PE,-10.0681,-78.1522,65.95,86,90,4.52,overcast clouds
607,San Policarpo,PH,12.1791,125.5072,83.5,73,95,7.85,overcast clouds
608,Imeni Zhelyabova,RU,58.9544,36.5956,33.22,89,49,4.12,light snow
609,Port Arthur,CN,38.8,121.2667,64.62,45,37,1.61,scattered clouds
610,Beni Suef,EG,29.0731,31.0979,69.55,38,79,10.31,broken clouds
611,Gat,IL,31.61,34.7642,63.28,89,77,3.15,broken clouds
612,Poya,NC,-21.35,165.15,81.55,71,34,4.38,scattered clouds
613,Mao,ES,39.8885,4.2658,55.96,100,7,2.3,clear sky
614,North Platte,US,41.1239,-100.7654,54.12,50,0,11.99,clear sky
615,Manadhoo,MV,5.7667,73.3833,85.95,72,75,17.29,broken clouds
616,Semey,KZ,50.4111,80.2275,75.42,41,0,15.66,clear sky
617,Kapit,MY,2.0167,112.9333,89.44,61,88,2.26,overcast clouds
618,Sainte-Marie,RE,-20.8968,55.5496,74.41,84,0,5.75,clear sky
619,Tanete,ID,-3.9443,119.7848,89.2,57,65,11.56,broken clouds
620,Omboue,GA,-1.5746,9.2618,77.14,90,100,5.26,moderate rain
621,Ankazoabo,MG,-22.2833,44.5167,61.97,91,5,8.34,clear sky
622,Morro Bay,US,35.3658,-120.8499,61.25,83,7,3.0,clear sky
623,Lazaro Cardenas,MX,17.9583,-102.2,76.12,69,40,4.47,scattered clouds
624,Kushmurun,KZ,52.4503,64.6311,45.0,80,92,15.84,overcast clouds
625,Amarante Do Maranhao,BR,-5.5667,-46.7422,73.36,81,99,0.6,overcast clouds
626,Phayao,TH,19.25,100.25,72.36,92,99,1.28,moderate rain
627,Bollnas,SE,61.3482,16.3946,42.44,58,100,9.06,overcast clouds
628,Beidao,CN,34.5686,105.8933,62.47,29,0,2.39,clear sky
629,Shimoda,JP,34.6667,138.95,62.96,70,99,6.15,overcast clouds
630,Glasgow,GB,55.8652,-4.2576,49.28,88,62,5.75,broken clouds
631,Khawhai,IN,23.3667,93.1167,76.87,42,10,2.37,clear sky
632,Mogwase,ZA,-25.185,27.2665,55.4,77,0,4.72,clear sky
633,Kysyl-Syr,RU,63.8986,122.7617,23.22,74,100,16.6,overcast clouds
634,Virden,US,39.5009,-89.7679,52.63,76,5,6.2,clear sky
635,Popesti,RO,47.2333,22.4167,51.58,82,100,3.78,overcast clouds
636,Serenje,ZM,-13.2325,30.2352,53.64,89,2,11.39,clear sky
637,Bayangol,RU,50.6977,103.4656,67.01,17,77,4.45,broken clouds
638,Duku,NG,11.2361,4.9073,82.24,60,19,6.08,few clouds
639,Holoby,UA,51.0865,25.0077,48.06,88,37,4.65,scattered clouds
640,Miandrivazo,MG,-19.5167,45.4667,66.51,80,0,1.81,clear sky
641,Atbasar,KZ,51.8,68.3333,48.27,66,0,11.56,clear sky
642,Varberg,SE,57.1056,12.2508,47.93,90,73,12.64,broken clouds
643,Hawick,GB,55.4227,-2.7867,51.71,88,92,3.2,overcast clouds
644,Bealanana,MG,-14.55,48.7333,60.48,98,7,2.82,clear sky
645,Tarare,FR,45.8976,4.4327,42.48,95,58,1.59,broken clouds
646,San Lorenzo,PY,-25.3333,-57.5333,68.94,94,100,4.61,overcast clouds
647,Raudeberg,NO,61.9875,5.1352,43.47,93,100,26.42,light rain
648,Banda Aceh,ID,5.5577,95.3222,85.89,68,97,10.76,overcast clouds
649,Baykit,RU,61.67,96.37,34.99,59,100,10.42,overcast clouds
650,Soyo,AO,-6.1349,12.3689,77.45,88,99,2.24,overcast clouds
651,Tours,FR,47.4167,0.6667,48.34,79,0,5.75,clear sky
652,Yeniseysk,RU,58.4497,92.1703,35.65,86,100,16.2,light rain
653,Sakakah,SA,29.9697,40.2064,65.77,39,0,7.11,clear sky
654,Asheville,US,35.6009,-82.554,63.03,84,0,2.68,clear sky
655,Rio Branco,BR,-9.9747,-67.81,75.81,94,0,1.14,clear sky
656,Beloha,MG,-25.1667,45.05,64.69,83,2,3.96,clear sky
657,Lavrentiya,RU,65.5833,-171.0,17.33,78,9,10.47,clear sky
658,Silchar,IN,24.8167,92.8,82.81,65,59,3.53,light rain
659,Sommerda,DE,51.15,11.1,48.11,68,99,1.88,overcast clouds
660,Gobabis,NA,-22.45,18.9667,56.61,39,0,10.94,clear sky
661,Ust-Ordynskiy,RU,52.805,104.7508,65.39,42,100,4.79,overcast clouds
662,Bremerton,US,47.5673,-122.6326,60.33,67,0,0.0,clear sky
663,Mirpur Mathelo,PK,28.0227,69.5489,95.85,15,4,16.84,clear sky
664,Conakry,GN,9.538,-13.6773,80.17,79,27,4.99,scattered clouds
665,Pitimbu,BR,-7.4706,-34.8086,75.79,84,21,7.34,few clouds
666,Kargopol,RU,61.5071,38.9456,29.71,82,96,5.44,overcast clouds
667,Zeya,RU,53.75,127.2667,51.17,22,100,7.76,overcast clouds
668,Yerbogachen,RU,61.2767,108.0108,32.95,50,6,2.15,clear sky
669,Busing,PH,13.1514,122.9714,82.83,68,71,1.5,broken clouds
670,Zhanakorgan,KZ,43.9098,67.2495,76.05,31,100,12.97,overcast clouds
671,Shawinigan,CA,46.5668,-72.7491,48.61,57,1,6.91,clear sky
672,Shar,KZ,49.5886,81.0453,63.59,66,100,18.72,overcast clouds
673,Pucallpa,PE,-8.3791,-74.5539,77.04,100,20,2.3,few clouds
674,Tete,MZ,-16.1564,33.5867,62.69,100,20,0.0,few clouds
675,Tocopilla,CL,-22.092,-70.1979,62.96,75,38,3.09,scattered clouds
676,Chunoyar,RU,57.4467,97.3217,36.03,83,100,14.88,overcast clouds
677,Hofn,IS,64.2539,-15.2082,32.67,76,100,8.32,overcast clouds
678,Jaisinghnagar,IN,23.7,81.3833,95.72,15,66,9.86,broken clouds
679,Diffa,NE,13.3154,12.6113,86.9,27,23,7.16,few clouds
680,Watrous,CA,51.6668,-105.4679,40.78,75,100,10.36,overcast clouds
681,Phan Thiet,VN,10.9333,108.1,86.4,65,94,3.33,overcast clouds
682,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,68.0,84,61,8.23,broken clouds
683,Narsaq,GL,60.9167,-46.05,41.22,80,99,3.44,overcast clouds
